image,label
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\8e93be3d3b0705ce81f0a992140999e2.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\9ce6ea8ccf0e5289e8517c78f0c9a9b3.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\a4175ca6834a35b6a2ca0dc207b9d7c3.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\acticing_yogas_revolved_lunge_pose_as_preparation_for_revolved_triangle_pose.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\afb95eaf-0efe-4fd4-b07d-86515d44fc6b.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\AOh-ky1xuGSuo1cFBPOmcqkrelO7CtXbSsHfwZPiu8CQbAs64-c-mo.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\asana-abc-series-1.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\Asanas-Learn-Triangle-pose_480x480.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\copy_of_copy_of_peak_yoga_pose_a_sequence_to_illuminate_your_ardha_chandrasana.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\d-triangle-yoga-pose-cartoon-style-illustration-isolated-on-white-1106604467.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\e-background-in-triangle-yoga-pose-trikonasana-stretching-exercise-asana-hel.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\ed7c8f8a5200ca132c00e44aefff88a3.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\Extended-Triangle-Pose-Mod-1_Andrew-Clark.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\Extended-Triangle-Pose-Trikonasana.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\extendedtriangleinstructional.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\fa3755153e2f3be9ca37a07c8da8ac71.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\fallen_triangle_pose___yoga.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\form1626332819.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\Girl-Doing-Triangle-Pose-in-Yoga-61130-pixahive.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\How-To-Do-Extended-Triangle-Pose.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\hqdefault.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\hqdefault2.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\icon-woman-doing-yoga-triangle-pose-hand-drawn-outline-doodle-icon-137364394.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image10.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image11.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image12.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image13.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image14.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image15.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image16.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image17.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image18.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image19.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image2.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image20.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image21.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image22.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image23.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image24.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image25.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image26.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image27.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image28.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image29.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image3.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image30.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image31.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image32.png,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image4.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image5.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image6.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image7.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image8.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\image9.jpeg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images10.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images100.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images101.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images102.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images103.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images104.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images105.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images106.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images107.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images108.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images109.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images11.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images110.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images111.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images112.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images113.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images114.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images115.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images116.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images117.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images118.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images119.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images12.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images120.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images121.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images122.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images123.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images124.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images125.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images126.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images127.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images128.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images129.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images13.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images130.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images131.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images132.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images133.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images134.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images135.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images136.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images137.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images138.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images139.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images14.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images140.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images141.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images142.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images143.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images144.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images145.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images146.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images147.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images148.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images149.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images15.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images150.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images151.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images152.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images153.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images154.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images16.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images17.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images18.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images19.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images2.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images20.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images21.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images22.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images23.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images24.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images25.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images26.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images27.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images28.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images29.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images3.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images30.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images31.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images32.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images33.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images34.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images35.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images36.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images37.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images38.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images39.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images4.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images40.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images41.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images42.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images43.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images44.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images45.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images46.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images47.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images48.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images49.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images5.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images50.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images51.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images52.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images53.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images54.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images55.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images56.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images57.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images58.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images59.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images6.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images60.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images61.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images62.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images63.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images64.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images65.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images66.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images67.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images68.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images69.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images7.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images70.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images71.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images72.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images73.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images74.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images75.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images76.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images77.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images78.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images79.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images8.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images80.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images81.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images82.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images83.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images84.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images85.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images86.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images87.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images88.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images89.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images9.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images90.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images91.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images92.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images93.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images94.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images95.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images96.jpg,Triangle-Pose
C:\Users\Manveen\PycharmProjects\AsanaBot\yoga-pose-classification-dataset\Triangle-Pose\images97.jpg,Triangle-Pose
